card_use_amt,crtr_ym,emd_cd,emd_nm,mbl_use_amt,mbl_user_cnt,par_ag,par_gend,stlm_amt,stlm_nocs,usage_rgn_cd
63400,202211,41135102,수내동,17993610,453,01,M,18057010,458,41135
60350,202211,41135103,정자동,27785124,640,01,M,27845474,650,41135
313900,202211,41135105,서현동,16380167,515,01,M,16694067,522,41135
53100,202211,41135106,이매동,8413951,261,01,M,8467051,266,41135
138200,202211,41135107,야탑동,11127565,301,01,M,11265765,306,41135
45000,202211,41135108,판교동,1509990,82,01,M,1554990,83,41135
0,202211,41135109,삼평동,2740360,89,01,M,2740360,89,41135
0,202211,41135110,백현동,1372940,63,01,M,1372940,63,41135
1600,202211,41135111,금곡동,4549170,102,01,M,4550770,103,41135
0,202212,41135101,분당동,313150,23,01,M,313150,23,41135
51900,202212,41135102,수내동,18456830,422,01,M,18508730,424,41135
57360,202212,41135103,정자동,26039464,484,01,M,26096824,490,41135
0,202212,41135104,율동,3500,1,01,M,3500,1,41135
125100,202212,41135105,서현동,19071013,576,01,M,19196113,587,41135
0,202212,41135106,이매동,9360740,202,01,M,9360740,202,41135
0,202212,41135107,야탑동,10404840,239,01,M,10404840,239,41135
16200,202212,41135108,판교동,1735290,71,01,M,1751490,73,41135
31900,202212,41135109,삼평동,2366550,82,01,M,2398450,84,41135
0,202212,41135110,백현동,1456020,43,01,M,1456020,43,41135
0,202301,41135101,분당동,141350,17,01,M,141350,17,41135
33250,202301,41135102,수내동,28247516,390,01,M,28280766,395,41135
94000,202301,41135103,정자동,42666804,556,01,M,42760804,567,41135
29660,202301,41135105,서현동,22651720,480,01,M,22681380,489,41135
0,202301,41135106,이매동,11018280,236,01,M,11018280,236,41135
17000,202301,41135107,야탑동,6957305,210,01,M,6974305,212,41135
95000,202301,41135108,판교동,1441840,87,01,M,1536840,105,41135
47100,202301,41135109,삼평동,3163330,84,01,M,3210430,91,41135
0,202301,41135110,백현동,1711000,21,01,M,1711000,21,41135
8000,202301,41135111,금곡동,5189360,67,01,M,5197360,69,41135
0,202302,41135101,분당동,281460,31,01,M,281460,31,41135
133900,202302,41135102,수내동,26123030,436,01,M,26256930,446,41135
241530,202302,41135103,정자동,32073540,666,01,M,32315070,690,41135
0,202302,41135104,율동,33800,2,01,M,33800,2,41135
104500,202302,41135105,서현동,21135514,551,01,M,21240014,557,41135
30400,202302,41135106,이매동,12578420,304,01,M,12608820,313,41135
55200,202302,41135107,야탑동,12095890,289,01,M,12151090,295,41135
110500,202302,41135108,판교동,1949020,113,01,M,2059520,124,41135
17500,202302,41135109,삼평동,4150410,91,01,M,4167910,92,41135
0,202302,41135110,백현동,2708630,40,01,M,2708630,40,41135
0,202303,41135101,분당동,461900,20,01,M,461900,20,41135
52200,202303,41135102,수내동,20721338,599,01,M,20773538,605,41135
834500,202303,41135103,정자동,34179016,988,01,M,35013516,1011,41135
127200,202303,41135105,서현동,21733920,687,01,M,21861120,693,41135
65550,202303,41135106,이매동,17399370,585,01,M,17464920,596,41135
194480,202303,41135107,야탑동,11153895,528,01,M,11348375,553,41135
1200,202303,41135108,판교동,1539690,102,01,M,1540890,103,41135
23200,202303,41135109,삼평동,4862630,117,01,M,4885830,120,41135
26300,202303,41135110,백현동,2686470,59,01,M,2712770,62,41135
87600,202303,41135111,금곡동,6352350,158,01,M,6439950,160,41135
0,202304,41135101,분당동,629330,46,01,M,629330,46,41135
293100,202304,41135102,수내동,19729840,756,01,M,20022940,772,41135
78000,202304,41135103,정자동,28719534,981,01,M,28797534,997,41135
0,202304,41135104,율동,32300,3,01,M,32300,3,41135
555700,202304,41135105,서현동,21806726,890,01,M,22362426,905,41135
134850,202304,41135106,이매동,14999350,547,01,M,15134200,558,41135
317800,202304,41135107,야탑동,11024620,632,01,M,11342420,652,41135
0,202304,41135108,판교동,2137230,156,01,M,2137230,156,41135
64700,202304,41135109,삼평동,4024520,143,01,M,4089220,151,41135
0,202304,41135110,백현동,1635700,63,01,M,1635700,63,41135
0,202305,41135101,분당동,583800,35,01,M,583800,35,41135
277800,202305,41135102,수내동,17679660,381,01,M,17957460,390,41135
479500,202305,41135103,정자동,28335990,730,01,M,28815490,741,41135
0,202305,41135104,율동,6000,1,01,M,6000,1,41135
21000,202305,41135105,서현동,18871620,528,01,M,18892620,538,41135
23500,202305,41135106,이매동,9067181,345,01,M,9090681,347,41135
127500,202305,41135107,야탑동,6373305,285,01,M,6500805,291,41135
5500,202305,41135108,판교동,1895750,137,01,M,1901250,139,41135
73900,202305,41135109,삼평동,2579650,93,01,M,2653550,103,41135
7000,202305,41135110,백현동,2796500,66,01,M,2803500,71,41135
0,202306,41135101,분당동,792400,23,01,M,792400,23,41135
23000,202306,41135102,수내동,14977980,286,01,M,15000980,289,41135
335720,202306,41135103,정자동,15649050,520,01,M,15984770,530,41135
0,202306,41135104,율동,43800,1,01,M,43800,1,41135
7100,202306,41135105,서현동,13578876,334,01,M,13585976,337,41135
12000,202306,41135106,이매동,10144790,331,01,M,10156790,332,41135
166900,202306,41135107,야탑동,8454910,310,01,M,8621810,319,41135
500,202306,41135108,판교동,1674460,126,01,M,1674960,127,41135
32700,202306,41135109,삼평동,2344840,58,01,M,2377540,66,41135
0,202306,41135110,백현동,2446200,42,01,M,2446200,42,41135
0,202307,41135101,분당동,786200,15,01,M,786200,15,41135
